,Id_Users,Id_Items,Ratings
310,22,O Concurso,2
311,22,Django Unchained,5
312,22,The Wolf of Wall Street,5
313,22,The Hobbit: The Desolation of Smaug,5
314,23,Life of Pi,5
315,24,Despicable Me 2,5
316,24,My Mom Is a Character,5
317,24,Fast & Furious 6,4
318,24,The Hangover Part III,5
319,24,We're So Young,4
320,24,Silver Linings Playbook,5
321,24,Beasts of the Southern Wild,5
322,24,The Wolf of Wall Street,4
323,24,Muita Calma Nessa Hora 2,4
324,24,The Hunger Games: Catching Fire,4
325,25,Iron Man 3,3
326,25,My Mom Is a Character,2
327,25,Meu Passado me Condena,4
328,25,Life of Pi,5
329,25,Silver Linings Playbook,2
330,25,Capitain Phillips,5
331,25,12 Years a Slave,5
332,25,The Wolf of Wall Street,5
333,25,Paranormal Activity: The Marked Ones,3
334,26,My Mom Is a Character,5
335,26,Fast & Furious 6,5
336,26,The Hangover Part III,5
337,26,Vai Que Da Certo,5
338,26,Till Luck Do Us Part 2,5
339,26,Muita Calma Nessa Hora 2,5
340,27,Iron Man 3,5
341,27,Fast & Furious 6,5
342,27,The Wolverine,3
343,27,Monsters University,5
344,27,The Hangover Part III,5
345,27,O Concurso,2
346,27,The Wolf of Wall Street,4
347,27,The Hobbit: The Desolation of Smaug,5
348,28,My Mom Is a Character,4
349,28,The Wolverine,4
350,28,The Hangover Part III,4
351,28,We're So Young,5
352,28,Brazilian Western,5
353,28,O Concurso,4
354,28,Mato sem Cachorro,4
355,28,Django Unchained,5
356,28,Life of Pi,4
357,28,Lincoln,5
358,28,Silver Linings Playbook,5
359,28,Beasts of the Southern Wild,5
360,28,American Hustle,3
361,28,12 Years a Slave,4
362,28,Gravity,4
363,28,The Wolf of Wall Street,5
364,28,Till Luck Do Us Part 2,4
365,29,Iron Man 3,4
366,29,My Mom Is a Character,5
367,29,Thor: The Dark World,5
368,29,Hansel & Gretel: Witch Hunters,5
369,29,Monsters University,5
370,29,The Hangover Part III,4
371,29,We're So Young,4
372,29,Brazilian Western,4
373,29,Odeio o Dia dos Namorados,4
374,29,Lincoln,4
375,29,Les Miserables,4
376,29,Silver Linings Playbook,5
377,29,Beasts of the Southern Wild,4
378,29,Amour,4
379,29,A Royal Affair,4
380,29,American Hustle,2
381,29,Frozen,5
382,29,Paranormal Activity: The Marked Ones,2
383,29,The Hunger Games: Catching Fire,5
384,30,Iron Man 3,4
385,30,Despicable Me 2,5
386,30,My Mom Is a Character,4
387,30,The Wolverine,2
388,30,Thor: The Dark World,4
389,30,Hansel & Gretel: Witch Hunters,4
390,30,Wreck-It Ralph,5
391,30,Monsters University,4
392,30,The Hangover Part III,4
393,30,Brazilian Western,4
394,30,Argo,4
395,30,Django Unchained,5
396,30,Life of Pi,4
397,30,Lincoln,4
398,30,Les Miserables,4
399,30,Silver Linings Playbook,5
400,30,American Hustle,4
401,30,Gravity,5
402,30,Philomena,5
403,30,Frozen,5
404,30,The Book Thief,5
405,30,The Hunger Games: Catching Fire,5
406,31,Iron Man 3,2
407,31,Fast & Furious 6,2
408,31,The Wolverine,4
409,31,Thor: The Dark World,4
410,31,The Hangover Part III,2
411,31,Argo,5
412,31,Django Unchained,5
413,31,Zero Dark Thirty,4
414,31,Les Miserables,4
415,31,Silver Linings Playbook,4
416,31,American Hustle,4
417,31,Capitain Phillips,4
418,31,Gravity,5
419,31,Her,4
420,31,The Wolf of Wall Street,5
421,32,Iron Man 3,4
422,32,Despicable Me 2,5
423,32,My Mom Is a Character,5
424,32,Fast & Furious 6,5
425,32,The Wolverine,4
426,32,Monsters University,1
427,32,The Hangover Part III,5
428,32,Vai Que Da Certo,5
429,32,Meu Passado me Condena,5
430,32,We're So Young,2
431,32,Brazilian Western,3
432,32,O Concurso,4
433,32,Odeio o Dia dos Namorados,4
434,32,Life of Pi,1
435,32,Lincoln,4
436,32,Silver Linings Playbook,4
437,32,Beasts of the Southern Wild,4
438,32,Till Luck Do Us Part 2,5
439,32,Muita Calma Nessa Hora 2,1
440,32,Paranormal Activity: The Marked Ones,5
441,32,"I, Frankenstein",4
442,32,The Legend of Tarzan,3
443,32,The Book Thief,1
444,32,The Lego Movie,2
445,32,Walking With Dinosaurs,2
446,32,The Hobbit: The Desolation of Smaug,4
447,33,Iron Man 3,4
448,33,Despicable Me 2,5
449,33,My Mom Is a Character,4
450,33,Fast & Furious 6,4
451,33,The Wolverine,4
452,33,Thor: The Dark World,4
453,33,Hansel & Gretel: Witch Hunters,4
454,33,Wreck-It Ralph,3
455,33,Monsters University,4
456,33,The Hangover Part III,3
457,33,Meu Passado me Condena,4
458,33,O Concurso,3
459,33,Odeio o Dia dos Namorados,2
460,33,Django Unchained,4
461,33,Life of Pi,5
462,33,Les Miserables,5
463,33,Silver Linings Playbook,4
464,33,American Hustle,1
465,33,Gravity,3
466,33,Her,2
467,33,The Wolf of Wall Street,2
468,33,Frozen,4
469,33,"I, Frankenstein",3
470,33,The Book Thief,5
471,33,The Hunger Games: Catching Fire,5
472,33,The Hobbit: The Desolation of Smaug,4
473,34,Fast & Furious 6,3
474,34,The Hangover Part III,4
475,34,We're So Young,5
476,34,Brazilian Western,4
477,34,Django Unchained,5
478,34,Life of Pi,5
479,34,Lincoln,5
480,34,Les Miserables,5
481,34,The Wolf of Wall Street,5
482,34,The Hobbit: The Desolation of Smaug,3
483,35,Iron Man 3,4
484,35,My Mom Is a Character,5
485,35,Fast & Furious 6,3
486,35,The Wolverine,4
487,35,Hansel & Gretel: Witch Hunters,2
488,35,Wreck-It Ralph,3
489,35,The Hangover Part III,5
490,35,Vai Que Da Certo,4
491,35,Meu Passado me Condena,4
492,35,We're So Young,4
493,35,Brazilian Western,5
494,35,Odeio o Dia dos Namorados,3
495,35,Argo,5
496,35,Django Unchained,5
497,35,Life of Pi,5
498,35,Lincoln,5
499,35,Zero Dark Thirty,5
500,35,Les Miserables,5
501,35,Silver Linings Playbook,5
502,35,American Hustle,4
503,35,Dallas Buyers Club,5
504,35,Gravity,5
505,35,Philomena,5
506,35,The Wolf of Wall Street,5
507,35,The Hunger Games: Catching Fire,4
508,35,The Hobbit: The Desolation of Smaug,3
509,36,My Mom Is a Character,4
510,36,Les Miserables,5
511,37,My Mom Is a Character,4
512,37,The Wolverine,3
513,37,Hansel & Gretel: Witch Hunters,2
514,37,The Hangover Part III,4
515,37,Vai Que Da Certo,2
516,37,Meu Passado me Condena,2
517,37,We're So Young,4
518,37,Brazilian Western,4
519,37,O Concurso,1
520,37,Argo,3
521,37,Django Unchained,5
522,37,Life of Pi,4
523,37,Lincoln,4
524,37,Silver Linings Playbook,2
525,37,Beasts of the Southern Wild,4
526,37,Capitain Phillips,4
527,37,The Wolf of Wall Street,5
528,37,Till Luck Do Us Part 2,2
529,37,The Book Thief,3
530,38,My Mom Is a Character,3
531,38,The Wolverine,3
532,38,The Hangover Part III,2
533,38,Vai Que Da Certo,1
534,38,We're So Young,4
535,38,O Concurso,1
536,38,Les Miserables,4
537,38,Silver Linings Playbook,5
538,38,Gravity,4
539,38,Till Luck Do Us Part 2,2
540,39,Iron Man 3,4
541,39,My Mom Is a Character,5
542,39,Fast & Furious 6,5
543,39,Hansel & Gretel: Witch Hunters,4
544,39,The Hangover Part III,4
545,39,Vai Que Da Certo,4
546,39,Meu Passado me Condena,5
547,39,Mato sem Cachorro,2
548,39,Les Miserables,2
549,39,Till Luck Do Us Part 2,5
550,39,Muita Calma Nessa Hora 2,5
551,39,"I, Frankenstein",4
552,39,The Hunger Games: Catching Fire,4
553,40,Despicable Me 2,5
554,40,Meu Passado me Condena,5
555,40,Mato sem Cachorro,4
556,40,Odeio o Dia dos Namorados,4
557,40,Silver Linings Playbook,4
558,40,Till Luck Do Us Part 2,4
559,41,Iron Man 3,4
560,41,Despicable Me 2,4
561,41,My Mom Is a Character,5
562,41,Fast & Furious 6,4
563,41,The Hangover Part III,5
564,41,Meu Passado me Condena,5
565,41,We're So Young,4
566,41,Brazilian Western,4
567,41,Les Miserables,2
568,41,Frozen,2
569,41,Till Luck Do Us Part 2,4
570,41,Muita Calma Nessa Hora 2,5
571,41,Paranormal Activity: The Marked Ones,3
572,42,My Mom Is a Character,4
573,42,Fast & Furious 6,4
574,42,Thor: The Dark World,4
575,42,The Hangover Part III,5
576,42,Vai Que Da Certo,4
577,42,Meu Passado me Condena,5
578,42,We're So Young,5
579,42,Silver Linings Playbook,4
580,42,The Hunt,4
581,42,Till Luck Do Us Part 2,5
582,42,Paranormal Activity: The Marked Ones,4
583,43,Despicable Me 2,5
584,43,My Mom Is a Character,5
585,43,Fast & Furious 6,4
586,43,The Wolverine,3
587,43,Thor: The Dark World,3
588,43,Hansel & Gretel: Witch Hunters,3
589,43,Wreck-It Ralph,5
590,43,Monsters University,5
591,43,The Hangover Part III,5
592,43,Vai Que Da Certo,4
593,43,Meu Passado me Condena,4
594,43,We're So Young,4
595,43,Brazilian Western,4
596,43,Cine Holliudy,5
597,43,Django Unchained,5
598,43,Life of Pi,4
599,43,Lincoln,5
600,43,Les Miserables,5
601,43,Silver Linings Playbook,4
602,43,A Royal Affair,4
603,43,Capitain Phillips,5
604,43,12 Years a Slave,5
605,43,The Wolf of Wall Street,5
606,43,Till Luck Do Us Part 2,4
607,43,Paranormal Activity: The Marked Ones,4
608,43,The Book Thief,3
609,43,Blue Is The Warmest Color,5
610,44,Iron Man 3,4
611,44,Despicable Me 2,4
612,44,My Mom Is a Character,5
613,44,The Wolverine,4
614,44,Monsters University,5
615,44,The Hangover Part III,4
616,44,Vai Que Da Certo,5
617,44,Meu Passado me Condena,4
618,44,Brazilian Western,5
619,44,O Concurso,5
620,44,Odeio o Dia dos Namorados,2
621,44,Life of Pi,5
622,44,Les Miserables,4
623,44,Beasts of the Southern Wild,5
624,44,American Hustle,4
625,44,12 Years a Slave,3
626,44,Till Luck Do Us Part 2,4
627,44,Muita Calma Nessa Hora 2,5
628,44,Paranormal Activity: The Marked Ones,5
629,44,"I, Frankenstein",5
630,44,The Book Thief,5
631,44,The Lego Movie,3
632,45,Despicable Me 2,5
633,45,My Mom Is a Character,5
634,45,Hansel & Gretel: Witch Hunters,4
635,45,Monsters University,4
636,45,The Hangover Part III,5
637,45,O Concurso,4
638,45,Django Unchained,5
639,45,Life of Pi,4
640,45,Lincoln,3
641,45,Les Miserables,5
642,45,The Book Thief,4
643,45,The Hunger Games: Catching Fire,4
644,46,Iron Man 3,4
645,46,My Mom Is a Character,4
646,46,Fast & Furious 6,5
647,46,The Hangover Part III,4
648,46,Vai Que Da Certo,4
649,46,Meu Passado me Condena,4
650,46,We're So Young,2
651,46,Life of Pi,5
652,46,Silver Linings Playbook,4
653,46,Till Luck Do Us Part 2,4
654,46,Muita Calma Nessa Hora 2,5
655,46,The Book Thief,5
656,46,Walking With Dinosaurs,4
657,46,The Hunger Games: Catching Fire,4
658,47,Iron Man 3,5
659,47,My Mom Is a Character,4
660,47,We're So Young,4
661,47,Brazilian Western,4
662,47,Mato sem Cachorro,5
663,47,Django Unchained,5
664,47,Life of Pi,5
665,47,Silver Linings Playbook,4
666,47,Capitain Phillips,5
667,47,12 Years a Slave,4
668,47,Gravity,4
669,47,The Wolf of Wall Street,5
670,47,Frozen,5
671,47,Till Luck Do Us Part 2,2
672,47,The Hunger Games: Catching Fire,5
673,48,My Mom Is a Character,5
674,48,Vai Que Da Certo,2
675,48,Brazilian Western,4
676,48,Argo,5
677,48,Django Unchained,5
678,48,Life of Pi,5
679,48,Les Miserables,4
680,48,Silver Linings Playbook,4
681,48,Amour,2
682,48,American Hustle,3
683,48,Capitain Phillips,5
684,48,12 Years a Slave,4
685,48,Dallas Buyers Club,5
686,48,Gravity,5
687,48,Her,5
688,48,Philomena,5
689,48,The Wolf of Wall Street,4
690,48,Muita Calma Nessa Hora 2,3
691,48,Blue Is The Warmest Color,5
692,49,The Wolverine,4
693,49,Meu Passado me Condena,4
694,49,Brazilian Western,2
695,49,Life of Pi,5
696,49,Capitain Phillips,4
697,49,Paranormal Activity: The Marked Ones,3
698,50,My Mom Is a Character,4
699,50,Fast & Furious 6,4
700,50,The Hangover Part III,4
701,50,Vai Que Da Certo,4
702,50,Meu Passado me Condena,4
703,50,Till Luck Do Us Part 2,2
704,51,Iron Man 3,4
705,51,Fast & Furious 6,4
706,51,Thor: The Dark World,4
707,51,Monsters University,3
708,51,Django Unchained,5
709,51,12 Years a Slave,4
710,51,The Wolf of Wall Street,4
711,51,Till Luck Do Us Part 2,3
712,51,Paranormal Activity: The Marked Ones,2
713,51,The Hobbit: The Desolation of Smaug,5
714,52,My Mom Is a Character,4
715,52,The Hangover Part III,4
716,52,Vai Que Da Certo,4
717,52,Meu Passado me Condena,3
718,52,Odeio o Dia dos Namorados,4
719,52,Silver Linings Playbook,5
720,52,Frozen,5
721,52,Till Luck Do Us Part 2,4
722,52,Muita Calma Nessa Hora 2,5
723,52,Paranormal Activity: The Marked Ones,2
724,52,The Hunger Games: Catching Fire,5
725,53,Iron Man 3,4
726,53,Despicable Me 2,4
727,53,Fast & Furious 6,2
728,53,Hansel & Gretel: Witch Hunters,3
729,53,We're So Young,5
730,53,Life of Pi,4
731,53,Les Miserables,4
732,53,Silver Linings Playbook,4
733,53,American Hustle,4
734,53,The Book Thief,5
735,53,The Hunger Games: Catching Fire,4
736,53,The Hobbit: The Desolation of Smaug,4
737,54,The Wolverine,5
738,54,Thor: The Dark World,5
739,54,Vai Que Da Certo,3
740,54,Meu Passado me Condena,5
741,54,Argo,5
742,54,Django Unchained,5
743,54,Life of Pi,5
744,54,Silver Linings Playbook,5
745,54,Amour,5
746,54,American Hustle,3
747,54,Till Luck Do Us Part 2,5
748,54,The Book Thief,5
749,54,The Hunger Games: Catching Fire,5
750,54,The Hobbit: The Desolation of Smaug,4
751,55,My Mom Is a Character,5
752,55,Hansel & Gretel: Witch Hunters,4
753,55,Wreck-It Ralph,4
754,55,Django Unchained,5
755,55,Silver Linings Playbook,5
756,55,Reaching for the Moon,4
757,55,The Hobbit: The Desolation of Smaug,4
758,56,Iron Man 3,3
759,56,My Mom Is a Character,4
760,56,The Wolverine,4
761,56,Wreck-It Ralph,4
762,56,We're So Young,4
763,56,Mato sem Cachorro,4
764,56,Life of Pi,5
765,56,Silver Linings Playbook,4
766,56,Till Luck Do Us Part 2,3
767,56,"I, Frankenstein",3
768,56,The Hunger Games: Catching Fire,4
769,57,Despicable Me 2,4
770,57,My Mom Is a Character,4
771,57,The Hangover Part III,4
772,57,Argo,4
773,57,Django Unchained,5
774,57,Life of Pi,3
775,57,Lincoln,2
776,57,Les Miserables,2
777,57,Silver Linings Playbook,4
778,57,American Hustle,3
779,57,Capitain Phillips,4
780,57,12 Years a Slave,4
781,57,Gravity,4
782,57,Philomena,5
783,57,The Wolf of Wall Street,3
784,57,Till Luck Do Us Part 2,4
785,58,Iron Man 3,4
786,58,Fast & Furious 6,4
787,58,Thor: The Dark World,4
788,58,Hansel & Gretel: Witch Hunters,3
789,58,Django Unchained,5
790,58,Life of Pi,4
791,58,Zero Dark Thirty,4
792,58,Les Miserables,4
793,58,Silver Linings Playbook,4
794,58,American Hustle,4
795,58,Philomena,3
796,58,The Wolf of Wall Street,4
797,58,Frozen,4
798,58,Paranormal Activity: The Marked Ones,4
799,58,The Book Thief,5
800,58,The Hunger Games: Catching Fire,5
801,59,Iron Man 3,5
802,59,My Mom Is a Character,5
803,59,Fast & Furious 6,4
804,59,The Wolverine,4
805,59,Thor: The Dark World,4
806,59,Hansel & Gretel: Witch Hunters,4
807,59,Wreck-It Ralph,5
808,59,Monsters University,5
809,59,The Hangover Part III,3
810,59,Vai Que Da Certo,2
811,59,Meu Passado me Condena,2
812,59,Brazilian Western,5
813,59,O Concurso,5
814,59,Mato sem Cachorro,3
815,59,Silver Linings Playbook,5
816,59,Capitain Phillips,5
817,59,The Wolf of Wall Street,5
818,59,Till Luck Do Us Part 2,4
819,59,Muita Calma Nessa Hora 2,4
820,59,Paranormal Activity: The Marked Ones,4
821,59,"I, Frankenstein",3
822,59,The Hunger Games: Catching Fire,5
823,59,The Hobbit: The Desolation of Smaug,5
824,60,Despicable Me 2,4
825,60,My Mom Is a Character,5
826,60,The Wolverine,4
827,60,The Hangover Part III,2
828,60,We're So Young,4
829,60,Django Unchained,5
830,60,Her,5
831,60,Philomena,3
832,60,The Wolf of Wall Street,5
833,60,Muita Calma Nessa Hora 2,5
834,60,Paranormal Activity: The Marked Ones,1
835,60,"I, Frankenstein",3
836,61,My Mom Is a Character,4
837,61,Odeio o Dia dos Namorados,1
838,61,Django Unchained,5
839,61,Dallas Buyers Club,5
840,62,We're So Young,5
841,62,Django Unchained,5
842,62,Life of Pi,5
843,62,Silver Linings Playbook,4
844,62,American Hustle,5
845,62,Gravity,5
846,62,The Wolf of Wall Street,5
847,62,The Hunt,5
848,62,Till Luck Do Us Part 2,1
849,62,The Hobbit: The Desolation of Smaug,5
850,63,Despicable Me 2,5
851,63,Fast & Furious 6,3
852,63,Thor: The Dark World,4
853,63,Hansel & Gretel: Witch Hunters,4
854,63,Wreck-It Ralph,5
855,63,Monsters University,2
856,63,The Hangover Part III,1
857,63,Meu Passado me Condena,4
858,63,We're So Young,3
859,63,Brazilian Western,3
860,63,Mato sem Cachorro,4
861,63,Cine Holliudy,4
862,63,Argo,4
863,63,Django Unchained,5
864,63,Life of Pi,4
865,63,Lincoln,4
866,63,Les Miserables,5
867,63,Gravity,1
868,63,Frozen,5
869,63,The Book Thief,4
870,64,Hansel & Gretel: Witch Hunters,3
871,64,We're So Young,4
872,64,Brazilian Western,4
873,64,Django Unchained,4
874,64,Life of Pi,5
875,64,Lincoln,5
876,64,Zero Dark Thirty,4
877,64,Les Miserables,4
878,64,Silver Linings Playbook,5
879,64,Beasts of the Southern Wild,4
880,64,Amour,4
881,64,A Royal Affair,4
882,64,12 Years a Slave,5
883,64,Till Luck Do Us Part 2,3
884,64,Muita Calma Nessa Hora 2,4
885,64,The Book Thief,5
886,64,Reaching for the Moon,5
887,65,Iron Man 3,5
888,65,The Wolverine,5
889,65,Thor: The Dark World,5
890,65,Wreck-It Ralph,5
891,65,Vai Que Da Certo,4
892,65,Les Miserables,5
893,65,American Hustle,5
894,65,Capitain Phillips,4
895,65,The Wolf of Wall Street,5
896,65,The Hunger Games: Catching Fire,4
897,65,The Hobbit: The Desolation of Smaug,5
